Horario,Provincia,Municipio,"Código
Postal",Dirección,Longitud,Latitud,Margen,Rótulo
Horario Habitual,SANTA CRUZ DE TENERIFE,San Cristóbal de La Laguna,38206,CARRETERA SUR (CUESTA-TACO) KM. 2,"-16,285806","28,467667",N,DISA OFRA
Horario Habitual,SANTA CRUZ DE TENERIFE,San Juan de la Rambla,38420,"CARRETERA TF-5 KM. 46,3","-16,642333","28,393972",I,REPSOL
Horario Habitual,SANTA CRUZ DE TENERIFE,San Miguel de Abona,38639,CARRETERA CARRETEA GENERAL A LAS GALLETAS-CHAFIRAS KM. S/N,"-16,612694","28,050000",I,DISA LAS CHAFIRAS
Horario Habitual,SANTA CRUZ DE TENERIFE,San Miguel de Abona,38620,"CARRETERA GENERAL DEL SUR KM. 80,8","-16,615694","28,099667",I,DISA SAN MIGUEL
Horario Habitual,SANTA CRUZ DE TENERIFE,San Miguel de Abona,38620,"AUTOPISTA AUTOPISTA DEL SUR KM. 64,9","-16,636556","28,052333",D,BP OROTIANDA
Horario Habitual,SANTA CRUZ DE TENERIFE,San Sebastián de la Gomera,38800,"PASEO FRED OLSEN, 3","-17,107556","28,089667",D,DISA MUELLE GOMERA
Horario Habitual,SANTA CRUZ DE TENERIFE,Santa Cruz de la Palma,38700,CARRETERA BAJAMAR KM. S/N,"-17,768306","28,679917",N,BP BAJAMAR
Horario Habitual,SANTA CRUZ DE TENERIFE,Santa Cruz de la Palma,38700,"AVENIDA LOS INDIANOS S/N, S/N","-17,768667","28,678611",N,DISA
Horario Habitual,SANTA CRUZ DE TENERIFE,Santa Cruz de Tenerife,38108,"AUTOPISTA TF-21 KM. 3,5","-16,282167","28,436528",D,CEPSA
Horario Habitual,SANTA CRUZ DE TENERIFE,Santa Cruz de Tenerife,38111,"PG IND. AÑAZA PARC-39, S.N.","-16,301000","28,427472",D,REPSOL
Horario Habitual,SANTA CRUZ DE TENERIFE,Santa Cruz de Tenerife,38010,"POLIGONO EL MAYORAZGO, S/N","-16,284056","28,442083",N,TGAS-TU TRÉBOL
Horario Habitual,SANTA CRUZ DE TENERIFE,Santa Cruz de Tenerife,38007,"AVENIDA DE CANARIAS, 97","-16,270167","28,464806",N,BP CRUZ DEL SEÑOR
Horario Habitual,SANTA CRUZ DE TENERIFE,Santa Cruz de Tenerife,38109,"CALLE GUAIRE - URB.CUEVAS BLANCAS, S/N","-16,304500","28,427306",N,DISA CUEVAS BLANCAS
Horario Habitual,SANTA CRUZ DE TENERIFE,Santa Cruz de Tenerife,38108,"VÍA INTERIOR DEL PUERTO, S/N","-16,208639","28,496444",D,REPSOL
Horario Habitual,SANTA CRUZ DE TENERIFE,Santa Cruz de Tenerife,38009,"CALLE PANAMA, S/N","-16,265194","28,455917",N,DISA HOGAR TAXISTA
Horario Habitual,SANTA CRUZ DE TENERIFE,Santa Cruz de Tenerife,38110,"CALLE LAURA GROTE DE LA PUERTA, 2","-16,281361","28,445778",D,GMOIL
Horario Habitual,SANTA CRUZ DE TENERIFE,Santa Cruz de Tenerife,38108,CARRETERA ROSARIO (DEL) KM. 186,"-16,291444","28,447056",D,CEPSA
Horario Habitual,SANTA CRUZ DE TENERIFE,Santa Úrsula,38390,CARRETERA VIEJA KM. 213,"-16,484667","28,428722",I,REPSOL
Horario Habitual,SANTA CRUZ DE TENERIFE,Santiago del Teide,38684,"CARRETERA PUERTO SANTIAGO - TAMAIMO KM. 1,5","-16,824278","28,260806",I,DISA BAJADA A LOS GIGANTES
Horario Habitual,SANTA CRUZ DE TENERIFE,Sauzal (El),38360,"CR TF-172, 0,9","-16,434917","28,475944",D,CEPSA
Horario Habitual,SANTA CRUZ DE TENERIFE,Sauzal (El),38360,"AUTOPISTA TF-5 KM. 22,5","-16,438639","28,464444",I,DISA LAS BANDERAS
Horario Habitual,SANTA CRUZ DE TENERIFE,Sauzal (El),38360,"CARRETERA GENERAL DEL NORTE KM. 20,65","-16,423583","28,472861",N,BP
Horario Habitual,SANTA CRUZ DE TENERIFE,Tacoronte,38350,"AUTOPISTA AUTOPISTA EL TORREON KM. 11,00","-16,397972","28,480694",D,BP
Horario Habitual,SANTA CRUZ DE TENERIFE,Tacoronte,38350,AUTOPISTA NORTE TF-5 KM. 16,"-16,383000","28,487389",I,CEPSA EL PEÑON
Horario Habitual,SANTA CRUZ DE TENERIFE,Tegueste,38292,CARRETERA TF 154 DELPORTEZUELO ALS TODCAS KM. 1,"-16,356861","28,520389",N,DISA EL SOCORRO
Horario Habitual,SANTA CRUZ DE TENERIFE,Valverde,38900,"CALLE CONSTITUCION, 22","-17,914222","27,811667",D,DISA VALVERDE
Horario Habitual,SANTA CRUZ DE TENERIFE,Victoria de Acentejo (La),38380,CARRETERA CTRA. GRAL. DEL NORTE KM. 27,"-16,466778","28,436083",I,SHELL LA VICTORIA
Horario Habitual,SANTA CRUZ DE TENERIFE,Villa de Mazo,38739,LODERO S/N (AEROPUERTO -MAZO km 5),"-17,752667","28,619056",N,DISA
Horario Habitual,SEGOVIA,Cantalejo,40320,CARRETERA SEGOVIA KM. 4,"-3,929000","41,255389",D,REPSOL
Horario Habitual,SEGOVIA,Cantalejo,40320,"CALLE CTRA. ARANDA, 4","-3,928306","41,264000",D,G CANTALEJO
Horario Habitual,SEGOVIA,Castillejo de Mesleón,40593,"AUTOVIA AUTOVIA DEL NORTE MADRID-IRUN A-1 KM. 107,4","-3,591194","41,259278",D,REPSOL
Horario Habitual,SEGOVIA,Castillejo de Mesleón,40593,AUTOVIA AUTOVIA DEL NORTE MADRID-IRUN A-1 KM. 107,"-3,595722","41,258000",I,CEPSA
Horario Habitual,SEGOVIA,Cuéllar,40200,"CR CL-601 , 46","-4,334250","41,409167",D,REPSOL
Horario Habitual,SEGOVIA,Cuéllar,40200,"CARRETERA CL-601 KM. 51,1","-4,305333","41,394417",I,REPSOL
Horario Habitual,SEGOVIA,Espinar (El),40440,"CARRETERA 603 KM. 71,2","-4,207917","40,776917",N,SHELL
Horario Habitual,SEGOVIA,Hontalbilla,40353,"CARRERA RIAZA A TORO, SN","-4,119111","41,347444",N,REPOSTAR
Horario Habitual,SEGOVIA,Labajos,40146,"CARRETERA N-6 MADRID CORUÑA KM. 94,600","-4,517250","40,837444",I,CEPSA
Horario Habitual,SEGOVIA,Lastrilla (La),40196,CARRETERA N-110 A SORIA KM 189 PARKING SUPERMERCADO KM. 110,"-4,098417","40,965917",N,Q8
Horario Habitual,SEGOVIA,Lastrilla (La),40196,CARRETERA SORIA KM. 40,"-4,094667","40,967833",D,BALLENOIL
Horario Habitual,SEGOVIA,Martín Muñoz de la Dehesa,40466,AUTOVIA A-6 KM. 124,"-4,699306","41,052917",D,GALP
Horario Habitual,SEGOVIA,Navalmanzan o,40280,"AUTOVIA A-601 KM. 75,9","-4,269944","41,186444",D,NAVATRANS
Horario Habitual,SEGOVIA,Prádena,40165,"CTRA N-110 PK 144,600","-3,671944","41,149167",D,"ES LOPEZ DE PRADENA , SA"
Horario Habitual,SEGOVIA,Riaza,40500,"CARRETERA NACIONAL 110 KM. 117,800","-3,485139","41,276917",D,BUQUERIN
Horario Habitual,SEGOVIA,San Ildefonso,40100,"CR CL-601, 120,1 I","-4,020333","40,904472",I,CAMPSA
Horario Habitual,SEGOVIA,Santo Tomé del Puerto,40590,AUTOVIA A1 KM. 99,"-3,584028","41,188222",D,E.S. MIRASIERRA
Horario Habitual,SEGOVIA,Segovia,40006,"POLIGONO POLÍGONO INDUSTRIAL EL CERRO, LUZ DE CASTILLA, S/N","-4,112028","40,922639",N,CARREFOUR
Horario Habitual,SEGOVIA,Segovia,40005,"AVDA. JUAN CARLOS I, 19 (N-603 km 94,5)","-4,111250","40,937778",D,CEPSA
Horario Habitual,SEGOVIA,Segovia,40004,"CALLE LOS DORADORES, 6","-4,105694","40,941472",I,REPSOL
Horario Habitual,SEGOVIA,Segovia,40006,CL PLAZA PUERTA MADRID S.N.,"-4,112417","40,936222",D,REPSOL
Horario Habitual,SEGOVIA,Segovia,40002,"PASEO EZEQUIEL GONZALEZ, 28","-4,122944","40,946111",D,REPSOL
Horario Habitual,SEGOVIA,Segovia,40006,CARRETERA SAN RAFAEL N-603 KM. 87,"-4,108528","40,918250",I,SEMUTRANS A
Horario Habitual,SEGOVIA,Sepúlveda,40300,"CALLE ALFONSO VI, 29","-3,744833","41,298722",I,BEROIL
Horario Habitual,SEGOVIA,Valseca,40390,"CARRETERA CL-601 KM. 100,800","-4,148778","40,998861",I,REPSOL
Horario Habitual,SEGOVIA,Villacastín,40150,AUTOPISTA AP-6 KM. 80,"-4,398750","40,770722",D,BP VILLACASTIN NORTE
Horario Habitual,SEGOVIA,Villacastín,40150,"CR N-6, 88","-4,464000","40,797778",D,GALP
Horario Habitual,SEVILLA,Aguadulce,41550,AUTOVIA A-92 KM. 97,"-4,959194","37,263528",D,CEPSA
Horario Habitual,SEVILLA,Alcalá de Guadaíra,41500,"POLIGONO PÓLIGONO INDUSTRIAL CERRO CABEZA HERMOSA, AUTOVÍA A-92 KM 7,8,","-5,858556","37,352917",D,ECONOIL
Horario Habitual,SEVILLA,Alcalá de Guadaíra,41500,"A-92 km 15,4","-5,827611","37,346333",D,CEPSA
Horario Habitual,SEVILLA,Alcalá de Guadaíra,41500,CARRETERA A-8028 KM. 3,"-5,909917","37,376111",I,REPSOL
Horario Habitual,SEVILLA,Alcalá de Guadaíra,41500,CARRETERA C-432 KM. 156,"-5,889694","37,308861",D,REPSOL
Horario Habitual,SEVILLA,Alcalá de Guadaíra,41500,CARRETERA A-376 KM. 18,"-5,834278","37,242139",I,CEPSA
Horario Habitual,SEVILLA,Alcalá de Guadaíra,41500,"CARRETERA A-360 ALCALA-MORON KM. 4,400","-5,789278","37,295722",D,AGLA
Horario Habitual,SEVILLA,Alcalá de Guadaíra,41500,"AUTOVIA A-92 KM. 11,900","-5,820639","37,343972",D,BP E.S.BAELO
Horario Habitual,SEVILLA,Alcalá de Guadaíra,41500,"AUTOVIA CR.SEVILLA MALAGA KM. 7,5","-5,868306","37,356889",D,SHELL
Horario Habitual,SEVILLA,Alcalá de Guadaíra,41500,SE-021 km 2.250,"-5,921750","37,372722",I,SHELL
Horario Habitual,SEVILLA,Alcalá de Guadaíra,41500,A-92 SEVILLA-MALAGA km 5.900,"-5,879972","37,370056",I,SHELL
Horario Habitual,SEVILLA,Alcalá de Guadaíra,41500,CARRETERA SEVILLA MALAGA KM. 4,"-5,890278","37,376417",D,BP
Horario Habitual,SEVILLA,Alcalá de Guadaíra,41500,"DISEMINADO CR SEVILLA-MALAGA, 9,600","-5,846472","37,352278",D,ZACATÍN
Horario Habitual,SEVILLA,Alcalá de Guadaíra,41500,"AUTOPISTA A-92 KM. 7,700","-5,867000","37,357361",I,NOVAOIL
Horario Habitual,SEVILLA,Alcalá de Guadaíra,41500,CARRETERA SEVILLA-UTRERA KM. 8,"-5,889556","37,308889",D,REPSOL
Horario Habitual,SEVILLA,Alcalá de Guadaíra,41500,CARRETERA A-92 KM. 11,"-5,832222","37,347556",D,PETROPRIX
Horario Habitual,SEVILLA,Alcalá de Guadaíra,41500,CARRETERA A-8028 KM. 3,"-5,909917","37,376111",D,HAM SEVILLA
Horario Habitual,SEVILLA,Alcalá del Río,41200,"CALLE VARIANTE CC-431, 127,4","-5,987306","37,512083",I,CEPSA
Horario Habitual,SEVILLA,Algaba (La),41980,CARRETERA A-8079 KM. 2,"-6,024528","37,461806",I,REPSOL
Horario Habitual,SEVILLA,Algaba (La),41980,"AVENIDA DE LA INDUSTRIA, 25","-6,002056","37,463111",N,BALLENOIL
Horario Habitual,SEVILLA,Arahal,41600,"CR A-92, 44","-5,564444","37,255611",D,REPSOL
Horario Habitual,SEVILLA,Arahal,41600,"CR A-92, 44","-5,564444","37,255611",I,REPSOL
Horario Habitual,SEVILLA,Benacazón,41805,"CARRETERA A-473 KM. 2,800","-6,200500","37,362056",D,AREA DE SERVICIO LAS NIEVES *
Horario Habitual,SEVILLA,Bollullos de la Mitación,41110,"POLIGONO POLÍGONO INDUSTRIAL P.I.B.O. - PARC. 295 Y 296, 295","-6,138417","37,350444",N,GALP
Horario Habitual,SEVILLA,Bormujos,41930,"AVENIDA AVENIDA DE TOMAS Y VALIENTE, 1","-6,064306","37,381194",D,BP ALJAROIL S.L.
Horario Habitual,SEVILLA,Bormujos,41930,"CARRETERA SE-625 KM. 1,150","-6,080472","37,374667",I,REPSOL
Horario Habitual,SEVILLA,Bormujos,41930,CARRETERA SE-620 C.CUESTA-BOLLULLOS KM. 3,"-6,087972","37,365750",D,SHELL
Horario Habitual,SEVILLA,Bormujos,41930,CARRETERA BORMUJOS-CASTILLEJA DE LA CUESTA KM. S/N,"-6,066500","37,377250",D,BALLENOIL
Horario Habitual,SEVILLA,Brenes,41310,"AVENIDA DE SEVILLA, S/N","-5,878111","37,543417",I,CEPSA
Horario Habitual,SEVILLA,Brenes,41310,"AUTOVIA SE-120 KM. 24,000","-5,868972","37,551861",I,CEPSA
Horario Habitual,SEVILLA,Cabezas de San Juan (Las),41730,AP-4 km 45,"-5,938889","37,000861",I,CEPSA
Horario Habitual,SEVILLA,Cabezas de San Juan (Las),41730,"NACIONAL IV km 594,50","-5,866278","36,971750",D,REPSOL
Horario Habitual,SEVILLA,Cabezas de San Juan (Las),41730,"CARRETERA A-471 KM. 16,600","-5,960667","36,974917",I,SHELL
Horario Habitual,SEVILLA,Camas,41900,"CALLE C/ POETA MUÑOZ SAN ROMÁN,","-6,030722","37,390778",N,CARREFOUR
Horario Habitual,SEVILLA,Camas,41900,"CR SE-610, 0,9","-6,026333","37,381722",D,REPSOL
Horario Habitual,SEVILLA,Campana (La),41429,"AUTOVIA A-4 KM. 482,100","-5,379528","37,506722",D,CEPSA
Horario Habitual,SEVILLA,Campana (La),41429,"CR N-4, 487","-5,441361","37,505306",I,REPSOL
Horario Habitual,SEVILLA,Campana (La),41429,AUTOVIA AUTOVIA A4 KM. 483,,,D,N4SANBENIT O
Horario Habitual,SEVILLA,Cantillana,41320,"CR SE-126, 0,5","-5,820083","37,605389",D,REPSOL
Horario Habitual,SEVILLA,Cantillana,41320,"CARRETERA A-8005 KM. 21,5","-5,805278","37,576778",D,A.S LA ESTACION- AGLA
Horario Habitual,SEVILLA,Cantillana,41320,"CALLE ALFAREROS, 11","-5,819389","37,615806",D,BALLENOIL
Horario Habitual,SEVILLA,Carmona,41410,AUTOVIA A-4 KM. 497,"-5,541306","37,483806",D,AGLA
Horario Habitual,SEVILLA,Carmona,41410,"CARRETERA N-4 KM. 519,5","-5,769167","37,451111",D,REPSOL
Horario Habitual,SEVILLA,Carmona,41410,"CARRETERA N-IV KM. 511,30","-5,650028","37,467389",I,CEPSA
Horario Habitual,SEVILLA,Carmona,41410,AUTOVIA A-92 KM. 24,"-5,711833","37,295528",D,CEPSA
Horario Habitual,SEVILLA,Carmona,41410,AUTOVIA A-92 KM. 24,"-5,711833","37,295528",I,CEPSA
Horario Habitual,SEVILLA,Carmona,41410,"POLIGONO POLIGONO INDUSTRIAL BRENES-CALLE D-PARCELA 19, 19","-5,658750","37,462056",N,SARAS ENERGIA
Horario Habitual,SEVILLA,Carrión de los Céspedes,41820,AUTOPISTA AUTOPISTA SEVILLA-HUELVA KM. 28,"-6,323778","37,358194",I,BP A-49 PILAS
Horario Habitual,SEVILLA,Castilblanco de los Arroyos,41230,"CARRETERA 433 KM. 34,100","-5,988222","37,669889",D,REPSOL
Horario Habitual,SEVILLA,Castilleja de la Cuesta,41950,CENTRO COMERCIAL AIRESUR-IKEA S/N,"-6,046361","37,385722",N,BP BENCIR(IKEA- CASTILLEJA)
Horario Habitual,SEVILLA,Constantina,41450,"CARRETERA C-432 KM. 74,2","-5,618500","37,862111",D,CAMPSA
Horario Habitual,SEVILLA,Coria del Río,41100,"ACCESO CTR. SEVILLA - CORIA, KM. 11,","-6,058278","37,293750",N,E.S. LA ESTRELLA
Horario Habitual,SEVILLA,Coria del Río,41100,"CL AVENIDA BLAS INFANTE, 41",,,I,REPSOL
Horario Habitual,SEVILLA,Coria del Río,41100,"AVENIDA BLANCA PALOMA, S/N","-6,061944","37,282389",N,Q8 EASY
Horario Habitual,SEVILLA,Coria del Río,41110,"AVENIDA PALOMARES, 104","-6,053139","37,295861",D,BALLENOIL
Horario Habitual,SEVILLA,Cuervo de Sevilla (El),41749,"CALLE MANUEL LOPEZ DE SORIA, 9","-6,040611","36,853167",I,REPSOL
Horario Habitual,SEVILLA,Cuervo de Sevilla (El),41749,"CARRETERA NACIONAL IV KM. 614,500",,,D,COTREL
Horario Habitual,SEVILLA,Dos Hermanas,41089,"AUTOVIA SEVILLA UTRERA MARGEN DERECHA KM. 2,500","-5,934250","37,345028",D,AVIA
Horario Habitual,SEVILLA,Dos Hermanas,41700,RD CIRCUNVALACION CON N-IV,"-5,936694","37,286750",N,BP
Horario Habitual,SEVILLA,Dos Hermanas,41700,"A-4 km 552,4","-5,952556","37,296389",D,CEPSA
Horario Habitual,SEVILLA,Dos Hermanas,41700,"A-4 km 552,4","-5,952556","37,296389",I,CEPSA
Horario Habitual,SEVILLA,Dos Hermanas,41700,"AVENIDA LIBERTAD, 2",,,D,BP COAR
Horario Habitual,SEVILLA,Dos Hermanas,41089,"CARRETERA E-05/N-IV KM. 553,800","-5,937583","37,280972",D,BALLENOIL
Horario Habitual,SEVILLA,Dos Hermanas,41089,"AVENIDA DE LA LIBERTAD, 7","-5,933694","37,290000",D,PETROPRIX
Horario Habitual,SEVILLA,Dos Hermanas,41700,"AVENIDA ANDALUCIA, 183","-5,920167","37,264111",N,PETROPRIX
Horario Habitual,SEVILLA,Dos Hermanas,41700,CARRETERA SEVILLA - CADIZ KM 555 ESQUINA CALLE DOCTOR FLEMING KM. 555,"-5,936778","37,283139",N,CARREFOUR
Horario Habitual,SEVILLA,Écija,41400,AUTOVIA A-4 KM. 450,"-5,045083","37,548500",D,CEPSA
Horario Habitual,SEVILLA,Écija,41400,"CARRETERA CTRA. MADRID-CADIZ KM. 456,400","-5,098861","37,529528",I,SANTIAGO
Horario Habitual,SEVILLA,Écija,41400,CARRETERA C-430 KM. 1,"-5,045472","37,548750",D,REPSOL
Horario Habitual,SEVILLA,Écija,41400,CARRETERA E-5/A-4 KM. 460,"-5,143778","37,523194",D,CEPSA
Horario Habitual,SEVILLA,Écija,41400,AUTOVIA A-4 KM. 465,"-5,209056","37,523556",I,REPSOL
Horario Habitual,SEVILLA,Écija,41400,"AUTOVIA MADRID-SEVILLA km 441,500","-4,969861","37,603472",I,SHELL
Horario Habitual,SEVILLA,Écija,41400,AUTOVIA DE ANDALUCIA km 458,,,I,"COESAGRO,S. C.A."
Horario Habitual,SEVILLA,Écija,41409,"CALLE DEHESA DE LAS YEGUAS, 4","-5,155444","37,521972",D,E.S. VILLANUEVA
Horario Habitual,SEVILLA,Écija,41400,"PROLONGACIO/PROLONGACIÓN AVDA. DEL GENIL, S/N, S/N","-5,082139","37,529361",N,CARREFOUR
Horario Habitual,SEVILLA,Espartinas,41807,"CALLE JARDINES DE TRIANA, 1","-6,115194","37,382139",D,BP
Horario Habitual,SEVILLA,Estepa,41560,"CR A-92, 110,1","-4,879750","37,302361",I,REPSOL
Horario Habitual,SEVILLA,Estepa,41560,"AUTOVIA A-92 KM. 105,250","-4,880000","37,301889",D,REPSOL
Horario Habitual,SEVILLA,Estepa,41560,AUTOVIA A 92 km 113.700,"-4,801167","37,275778",I,SHELL
Horario Habitual,SEVILLA,Fuentes de Andalucía,41420,"CARRETERA SE-220 KM. 14,6","-5,342639","37,464861",D,CEPSA
Horario Habitual,SEVILLA,Gelves,41120,CTRA.AUTOVIA SEVILLA - CORIA km 6,"-6,029472","37,324889",I,SHELL
Horario Habitual,SEVILLA,Gerena,41860,"CARRETERA SE-3410 KM. 9,150","-6,142972","37,515917",D,CAMPSA
Horario Habitual,SEVILLA,Gines,41960,"AVENIDA EUROPA, 2","3,150750","42,365444",I,SHELL
Horario Habitual,SEVILLA,Gines,41960,"CR SE-625, 0,750","-6,082028","37,377722",D,REPSOL
Horario Habitual,SEVILLA,Gines,41960,"POLIGONO CERCA DEL PINO I, CTRA. BORMUJOS, S/N","-6,083028","37,379639",N,SUPECO
Horario Habitual,SEVILLA,Gines,41960,"CALLE ALBAÑILERIA, 5","-6,081917","37,380889",D,PETROPRIX
Horario Habitual,SEVILLA,Guillena,41210,"CARRETERA SE-180 KM. 10,6","-6,054917","37,535139",D,REPSOL
Horario Habitual,SEVILLA,Guillena,41210,CARRETERA N-630 KM. 798,,,I,REPSOL
Horario Habitual,SEVILLA,Guillena,41210,"CALLE INGENIERIA, 1","-6,035833","37,554639",N,AGLA - E.S. EL CERRO
Horario Habitual,SEVILLA,Guillena,41219,AUTOVIA RUTA DE LA PLATA KM. 790,"-6,107944","37,571778",D,REPSOL
Horario Habitual,SEVILLA,Herrera,41567,CARRETERA ESTEPA 14 KM.,"-4,849556","37,359417",I,REPSOL
Horario Habitual,SEVILLA,Lebrija,41740,"CL AVENIDA DE ANDALUCIA, S.N.","-6,083500","36,926889",D,CAMPSA
Horario Habitual,SEVILLA,Lebrija,41710,"AVENIDA ATENAS DE, 129","-6,080528","36,911000",D,BP
Horario Habitual,SEVILLA,Lora del Río,41440,"POLIGONO IND. MATALLANA, C/CARRETERIA, 1","-5,548472","37,651389",N,BP MATALLANA LORA DEL RIO
Horario Habitual,SEVILLA,Lora del Río,41440,"CARRETERA LORA-CONSTANTINA KM. 72,659","-5,533778","37,661611",N,REPSOL
Horario Habitual,SEVILLA,Lora del Río,41440,"POLIGONO POLIGONO INDUSTRIAL MATALLANA C/ CARRETERIA, 3","-5,548361","37,651778",D,LOW COST LA MOVIL
Horario Habitual,SEVILLA,Luisiana (La),41430,AUTOVIA A-4 KM. 465,"-5,209056","37,523556",D,REPSOL
Horario Habitual,SEVILLA,Mairena del Aljarafe,41927,"CALLE CL EXPOSICION - POLIGONO PISA, S.N. (SE-640), S/N","-6,056167","37,352333",D,REPSOL
Horario Habitual,SEVILLA,Mairena del Aljarafe,41927,"AVENIDA CUBA, S/N","-6,047417","37,352083",D,REPSOL
Horario Habitual,SEVILLA,Mairena del Aljarafe,41927,CTRA/ MAIRENA DEL ALJARAFE - PALOMARES DEL RIO KM-1,"-6,064944","37,339028",D,REPSOL
Horario Habitual,SEVILLA,Mairena del Aljarafe,41927,"CALLE ARTESANIA, 11","-6,057611","37,357000",N,EASY FUEL
Horario Habitual,SEVILLA,Mairena del Aljarafe,41927,"CALLE LONJA, 28","-6,052278","37,355111",D,PETROPRIX
Horario Habitual,SEVILLA,Marchena,41620,"CR A92 km 62,2",,,D,REPSOL
Horario Habitual,SEVILLA,Marchena,41620,"CR A-92 km 62,2","-5,323028","37,228972",I,REPSOL
Horario Habitual,SEVILLA,Marchena,41620,"AUTOVIA A-92 KM. 53,800","-5,409556","37,254111",D,SHELL
Horario Habitual,SEVILLA,Montellano,41770,"VILLAMARTIN, S/N","-5,576778","36,994750",D,GALP
Horario Habitual,SEVILLA,Morón de la Frontera,41530,"AVENIDA DE LA ASUNCION (C.C. EROSKI), S/N","-5,452889","37,130722",N,FAMILY ENERGY
Horario Habitual,SEVILLA,Morón de la Frontera,41530,"AV ALAMEDA, 49","-5,460222","37,121083",N,REPSOL
Horario Habitual,SEVILLA,Olivares,41804,"CARRETERA SE-510 KM. 10,850","-6,139639","37,422222",N,BP EL OLIVO
Horario Habitual,SEVILLA,Olivares,41804,"CALLE LOS TRIGALES, 47","-6,146722","37,422639",N,PLENOIL
Horario Habitual,SEVILLA,Osuna,41640,"CARRETERA N-334 KM. 85,42","-5,127833","37,237056",D,REPSOL
Horario Habitual,SEVILLA,Osuna,41640,"POLIGONO C/GUARNICIONEROS, 18,19","-5,109056","37,245472",N,P3 PETROLEOS
Horario Habitual,SEVILLA,Osuna,41640,AUTOVIA A-92 KM. 89,"-5,087333","37,233639",N,SHELL
Horario Habitual,SEVILLA,Palacios y Villafranca (Los),41720,"AUTOPISTA AP-4 KM. 20,2","-5,911194","37,196250",D,CEPSA
Horario Habitual,SEVILLA,Palacios y Villafranca (Los),41727,"CRTA. EL TROBAL - LOS PALACIOS,S.N. (CRTA. EL TROBAL - LOS PALACIOS, S.N.)","-5,946355","37,107627",D,REPSOL
Horario Habitual,SEVILLA,Palacios y Villafranca (Los),41720,"CALLE PROGRESO, 1","-5,938667","37,160972",D,BALLENOIL
Horario Habitual,SEVILLA,Palomares del Río,41928,"CARRETERA CARRETERA A 8058 KM. 6,7","-6,035528","37,315611",D,Q8
Horario Habitual,SEVILLA,Paradas,41610,CARRETERA A-92 KM. 45,"-5,500389","37,270056",I,SHELL
Horario Habitual,SEVILLA,Paradas,41610,CARRETERA A-92 KM. 45,"-5,500389","37,270056",D,SHELL
Horario Habitual,SEVILLA,Pedrera,41566,"AVENIDA SANTO CRISTO, S/N, S/N","-4,893333","37,228722",N,CAMPSA
Horario Habitual,SEVILLA,Pilas,41840,"CARRETERA SE-631 KM. 3,900","-6,302472","37,271333",D,CEPSA
Horario Habitual,SEVILLA,Pilas,41840,"AVENIDA ALJARAFE (EL), 80","-6,291389","37,302778",D,BALLENOIL
Horario Habitual,SEVILLA,Puebla de Cazalla (La),41540,"CR N-334, 69,2 (N-334 km 69,25)","-5,306556","37,226611",D,REPSOL
Horario Habitual,SEVILLA,Puebla de Cazalla (La),41540,"CR N-334 67,5","-5,322972","37,229417",D,CAMPSA
Horario Habitual,SEVILLA,Rinconada (La),41300,"CALLE ALFRED NOBEL, 2","-5,934722","37,486833",N,GALP
Horario Habitual,SEVILLA,Rinconada (La),41309,"CARRETERA A-431 KM. 133,9","-5,997139","37,448833",D,CEPSA
Horario Habitual,SEVILLA,Rinconada (La),41309,"CARRETERA NACIONAL IV KM. 529,8","-5,834083","37,433444",I,CEPSA
Horario Habitual,SEVILLA,Rinconada (La),41300,"CALLE MIGUEL SERVET, 2","-5,933833","37,487722",D,BALLENOIL
Horario Habitual,SEVILLA,Roda de Andalucía (La),41590,AUTOVIA AUTOVIA A-92 KM. 123,"-4,796694","37,197750",D,SHELL
Horario Habitual,SEVILLA,San Juan de Aznalfarache,41920,"CARRETERA SE-640 KM. 0,750","-6,039167","37,363389",D,SHELL
Horario Habitual,SEVILLA,San Juan de Aznalfarache,41920,CARRETERA SAN JUAN DE AZNALFARACHE KM. 1,"-6,035389","37,368861",N,CARREFOUR
Horario Habitual,SEVILLA,San Juan de Aznalfarache,41920,"POLIGONO ALAVERA PARCELA 6.1,","-6,025444","37,355083",D,BP CROSS
Horario Habitual,SEVILLA,Sanlúcar la Mayor,41800,"CALLE CRISTOBAL COLON, 49","-6,197472","37,386639",D,CAMPSA
Horario Habitual,SEVILLA,Santiponce,41970,"CARRETERA N-630 KM. 808,40","-6,037333","37,429972",N,BP SANTIPONCE
Horario Habitual,SEVILLA,Sevilla,41019,"CARRETERA N IV MADRID-CADIZ KM 531,5 KM. 531,5","-5,894417","37,428639",I,BP
Horario Habitual,SEVILLA,Sevilla,41006,"CALLE RONDA DEL TAMARGUILLO, S/N","-5,965194","37,370472",N,ALCAMPO S.A.
Horario Habitual,SEVILLA,Sevilla,41013,CARRETERA CRTRA. DE UTRERA KM 1 KM. 1,"-5,951417","37,355111",N,CARREFOUR
Horario Habitual,SEVILLA,Sevilla,41020,"AUTOVIA DE SAN PABLO KM. 535,6","-5,940250","37,409222",N,CARREFOUR
Horario Habitual,SEVILLA,Sevilla,41007,"POLIGONO POLIGONO INDUSTRIAL CALONGE, SN","-5,948833","37,412833",N,GALP
Horario Habitual,SEVILLA,Sevilla,41020,"CARRETERA N-IV KM. 535,7","-5,938667","37,410444",N,BP OIL
