Fecha publicación,cod_ine,CCAA,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas totales,Dosis administradas,Porcentaje de dosis administradas por 100 habitantes,Porcentaje sobre entregadas,Personas con al menos una dosis,Personas con pauta completa,Porcentaje con pauta completa,Fecha de la última vacuna registrada
2021-07-23,12,Galicia,2.395.105,323.400,595.400,116.000,3.429.905,3.352.243,"124,22","97,7",1.857.192,1.639.971,"60,77",22/07/2021
2021-07-23,17,La Rioja,265.655,36.300,61.400,14.150,377.505,351.804,"111,28","93,2",204.194,170.131,"53,82",22/07/2021
2021-07-23,13,Madrid,5.172.495,825.900,1.309.400,341.800,7.649.595,7.234.927,"107,1","94,6",4.385.901,3.373.266,"49,93",22/07/2021
2021-07-23,14,Murcia,1.141.475,185.000,259.900,88.100,1.674.475,1.601.379,"106,11","95,6",923.578,738.029,"48,9",22/07/2021
2021-07-23,15,Navarra,527.235,81.200,145.700,28.900,783.035,752.833,"114,55","96,1",428.036,366.459,"55,76",22/07/2021
2021-07-23,16,País Vasco,1.839.060,251.400,549.600,97.800,2.737.860,2.552.997,"116,6","93,2",1.463.355,1.231.330,"56,24",22/07/2021
2021-07-23,18,Ceuta,63.990,11.700,18.100,4.150,97.940,87.634,"104,33","89,5",49.942,42.266,"50,32",22/07/2021
2021-07-23,19,Melilla,63.990,11.400,15.100,5.250,95.740,80.375,"95,36","84,0",48.038,39.263,"46,58",22/07/2021
2021-07-23,00,Fuerzas Armadas,49.368,58.300,106.100,2.000,215.768,164.221,"123,21","76,1",88.741,76.617,"57,48",22/07/2021
2021-07-23,00,España,37.620.993,5.701.770,10.189.600,2.417.750,55.930.113,53.449.255,"112,88","95,6",30.500.003,25.398.978,"53,64",
2021-07-26,01,Andalucía,6.419.880,1.011.000,1.805.800,476.000,9.712.680,9.705.376,"114,41","99,9",5.422.317,4.542.412,"53,55",25/07/2021
2021-07-26,02,Aragón,1.118.835,153.300,285.700,56.900,1.614.735,1.560.849,"117,24","96,7",901.377,746.221,"56,05",24/07/2021
2021-07-26,03,Asturias,940.415,126.400,235.900,43.750,1.346.465,1.360.571,"133,99","101,0",740.234,666.577,"65,65",25/07/2021
2021-07-26,04,Baleares,860.310,155.000,256.400,55.550,1.327.260,1.257.184,"103,46","94,7",723.999,603.196,"49,64",25/07/2021
2021-07-26,05,Canarias,1.600.530,264.700,503.700,120.900,2.489.830,2.397.701,"106,83","96,3",1.394.342,1.131.543,"50,41",25/07/2021
2021-07-26,06,Cantabria,493.305,67.300,130.200,24.950,715.755,687.693,"118,09","96,1",380.582,327.726,"56,28",25/07/2021
2021-07-26,07,Castilla y Leon,2.202.825,305.000,514.400,102.850,3.125.075,2.957.791,"123,69","94,6",1.650.386,1.449.369,"60,61",25/07/2021
2021-07-26,08,Castilla La Mancha,1.643.715,240.500,460.900,89.425,2.434.540,2.346.990,"114,87","96,4",1.344.046,1.076.160,"52,67",25/07/2021
2021-07-26,09,Cataluña,6.056.540,895.800,1.698.100,394.000,9.044.440,8.694.892,"113,58","96,1",4.886.723,4.261.807,"55,67",25/07/2021
2021-07-26,10,C. Valenciana,3.867.040,573.000,1.009.800,307.250,5.757.090,5.476.746,"108,75","95,1",3.097.327,2.579.421,"51,22",25/07/2021
2021-07-26,11,Extremadura,899.225,121.900,228.000,45.550,1.294.675,1.318.615,"124,48","101,8",737.161,644.942,"60,88",25/07/2021
2021-07-26,12,Galicia,2.395.105,323.400,595.400,116.000,3.429.905,3.397.700,"125,9","99,1",1.862.443,1.681.335,"62,3",25/07/2021
2021-07-26,17,La Rioja,265.655,36.300,61.400,14.150,377.505,353.712,"111,89","93,7",205.166,171.283,"54,18",23/07/2021
2021-07-26,13,Madrid,5.172.495,825.900,1.309.400,341.800,7.649.595,7.382.545,"109,28","96,5",4.457.996,3.464.203,"51,28",25/07/2021
2021-07-26,14,Murcia,1.141.475,185.000,259.900,88.100,1.674.475,1.628.010,"107,88","97,2",936.251,753.594,"49,94",25/07/2021
2021-07-26,15,Navarra,527.235,81.200,145.700,28.900,783.035,762.801,"116,07","97,4",432.242,373.026,"56,76",25/07/2021
2021-07-26,16,País Vasco,1.839.060,251.400,549.600,97.800,2.737.860,2.633.260,"120,27","96,2",1.465.312,1.310.148,"59,84",25/07/2021
2021-07-26,18,Ceuta,63.990,11.700,18.100,4.150,97.940,88.505,"105,36","90,4",50.396,43.028,"51,22",23/07/2021
2021-07-26,19,Melilla,63.990,11.400,15.100,5.250,95.740,80.380,"95,37","84,0",48.038,39.267,"46,59",22/07/2021
2021-07-26,00,Fuerzas Armadas,49.368,58.300,106.100,2.000,215.768,164.555,"123,46","76,3",88.887,76.812,"57,63",24/07/2021
2021-07-26,00,España,37.620.993,5.701.770,10.189.600,2.417.750,55.930.113,54.259.325,"114,59","97,0",30.827.932,25.944.318,"54,79",
2021-07-27,01,Andalucía,6.728.760,1.011.000,1.805.800,476.000,10.021.560,9.778.509,"115,28","97,6",5.471.416,4.570.198,"53,88",26/07/2021
2021-07-27,02,Aragón,1.166.805,153.300,285.700,56.900,1.662.705,1.567.476,"117,74","94,3",902.689,752.056,"56,49",26/07/2021
2021-07-27,03,Asturias,976.685,126.400,235.900,43.750,1.382.735,1.368.995,"134,82","99,0",744.123,671.149,"66,1",26/07/2021
2021-07-27,04,Baleares,901.260,155.000,256.400,55.550,1.368.210,1.272.589,"104,72","93,0",731.066,612.332,"50,39",26/07/2021
2021-07-27,05,Canarias,1.689.450,284.700,503.700,120.900,2.598.750,2.417.751,"107,72","93,0",1.406.411,1.140.650,"50,82",26/07/2021
2021-07-27,06,Cantabria,514.365,67.300,130.200,24.950,736.815,690.610,"118,59","93,7",382.466,328.759,"56,45",26/07/2021
2021-07-27,07,Castilla y Leon,2.288.235,305.000,514.400,102.850,3.210.485,2.975.385,"124,43","92,7",1.659.299,1.459.069,"61,02",26/07/2021
2021-07-27,08,Castilla La Mancha,1.717.425,240.500,460.900,89.425,2.508.250,2.359.949,"115,51","94,1",1.348.584,1.084.702,"53,09",26/07/2021
2021-07-27,09,Cataluña,6.336.170,895.800,1.698.100,394.000,9.324.070,8.734.684,"114,1","93,7",4.906.975,4.284.275,"55,96",26/07/2021
2021-07-27,10,C. Valenciana,4.048.390,573.000,1.009.800,307.250,5.938.440,5.516.303,"109,53","92,9",3.120.679,2.595.918,"51,54",26/07/2021
2021-07-27,11,Extremadura,937.835,121.900,228.000,45.550,1.333.285,1.322.260,"124,82","99,2",738.270,647.608,"61,13",26/07/2021
2021-07-27,12,Galicia,2.492.215,323.400,595.400,116.000,3.527.015,3.409.327,"126,33","96,7",1.862.603,1.692.901,"62,73",26/07/2021
2021-07-27,17,La Rioja,277.355,36.300,61.400,14.150,389.205,357.247,"113,0","91,8",208.053,172.592,"54,59",26/07/2021
2021-07-27,13,Madrid,5.424.045,825.900,1.309.400,341.800,7.901.145,7.467.470,"110,54","94,5",4.479.217,3.532.098,"52,28",26/07/2021
2021-07-27,14,Murcia,1.201.145,185.000,259.900,88.100,1.734.145,1.636.594,"108,45","94,4",942.023,756.548,"50,13",26/07/2021
2021-07-27,15,Navarra,550.635,81.200,145.700,28.900,806.435,768.787,"116,98","95,3",435.594,376.247,"57,25",26/07/2021
2021-07-27,16,País Vasco,1.918.620,251.400,549.600,97.800,2.817.420,2.634.243,"120,31","93,5",1.466.246,1.310.475,"59,85",26/07/2021
2021-07-27,18,Ceuta,68.670,11.700,18.100,4.150,102.620,89.745,"106,84","87,5",50.651,44.125,"52,53",26/07/2021
2021-07-27,19,Melilla,68.670,11.400,15.100,5.250,100.420,81.406,"96,59","81,1",48.203,40.201,"47,7",26/07/2021
2021-07-27,00,Fuerzas Armadas,49.368,38.300,106.100,2.000,195.768,164.735,"123,6","84,1",88.930,76.949,"57,73",26/07/2021
2021-07-27,00,España,39.356.103,5.702.430,10.189.600,2.417.805,57.665.938,54.617.577,"115,34","94,7",30.996.228,26.151.164,"55,23",
2021-07-28,01,Andalucía,6.728.760,1.011.000,1.805.800,476.000,10.021.560,9.868.322,"116,33","98,5",5.532.550,4.603.487,"54,27",27/07/2021
2021-07-28,02,Aragón,1.166.805,153.300,285.700,56.900,1.662.705,1.582.951,"118,9","95,2",908.925,762.078,"57,24",27/07/2021
2021-07-28,03,Asturias,976.685,126.400,235.900,43.750,1.382.735,1.377.980,"135,7","99,7",752.608,671.761,"66,16",27/07/2021
2021-07-28,04,Baleares,901.260,155.000,256.400,55.550,1.368.210,1.287.439,"105,95","94,1",737.598,621.947,"51,18",27/07/2021
2021-07-28,05,Canarias,1.689.450,284.700,503.700,120.900,2.598.750,2.443.804,"108,88","94,0",1.421.276,1.152.868,"51,36",27/07/2021
2021-07-28,06,Cantabria,514.365,67.300,130.200,24.950,736.815,690.623,"118,59","93,7",382.466,328.772,"56,46",26/07/2021
2021-07-28,07,Castilla y Leon,2.288.235,305.000,514.400,102.850,3.210.485,2.999.224,"125,42","93,4",1.677.809,1.465.388,"61,28",27/07/2021
2021-07-28,08,Castilla La Mancha,1.717.425,240.500,460.900,89.425,2.508.250,2.377.764,"116,38","94,8",1.354.631,1.096.540,"53,67",27/07/2021
2021-07-28,09,Cataluña,6.336.170,895.800,1.698.100,394.000,9.324.070,8.797.922,"114,92","94,4",4.945.770,4.309.817,"56,3",27/07/2021
2021-07-28,10,C. Valenciana,4.048.390,573.000,1.009.800,307.250,5.938.440,5.627.530,"111,74","94,8",3.194.745,2.633.534,"52,29",27/07/2021
2021-07-28,11,Extremadura,937.835,121.900,228.000,45.550,1.333.285,1.333.314,"125,87","100,0",743.962,653.822,"61,72",27/07/2021
2021-07-28,12,Galicia,2.492.215,323.400,595.400,116.000,3.527.015,3.442.249,"127,55","97,6",1.894.260,1.696.002,"62,84",27/07/2021
2021-07-28,17,La Rioja,277.355,36.300,61.400,14.150,389.205,360.076,"113,9","92,5",210.088,173.846,"54,99",27/07/2021
2021-07-28,13,Madrid,5.424.045,825.900,1.309.400,341.800,7.901.145,7.549.034,"111,74","95,5",4.505.559,3.592.539,"53,18",27/07/2021
2021-07-28,14,Murcia,1.201.145,185.000,259.900,88.100,1.734.145,1.650.953,"109,4","95,2",953.998,758.967,"50,29",27/07/2021
2021-07-28,15,Navarra,550.635,81.200,145.700,28.900,806.435,772.163,"117,49","95,8",438.358,377.159,"57,39",27/07/2021
2021-07-28,16,País Vasco,1.918.620,251.400,549.600,97.800,2.817.420,2.682.155,"122,5","95,2",1.469.465,1.355.860,"61,93",27/07/2021
2021-07-28,18,Ceuta,68.670,11.700,18.100,4.150,102.620,90.859,"108,17","88,5",50.836,45.136,"53,73",27/07/2021
2021-07-28,19,Melilla,68.670,11.400,15.100,5.250,100.420,82.306,"97,65","82,0",48.343,41.080,"48,74",27/07/2021
2021-07-28,00,Fuerzas Armadas,49.368,38.300,106.100,2.000,195.768,165.017,"123,81","84,3",89.055,77.107,"57,85",27/07/2021
2021-07-28,00,España,39.356.103,5.702.430,10.189.600,2.417.805,57.665.938,55.185.352,"116,54","95,7",31.315.140,26.420.097,"55,8",
2021-07-29,01,Andalucía,6.728.760,1.011.000,1.805.800,476.000,10.021.560,9.965.811,"117,48","99,4",5.605.215,4.632.313,"54,61",28/07/2021
2021-07-29,02,Aragón,1.166.805,153.300,285.700,56.900,1.662.705,1.603.923,"120,48","96,5",917.638,775.432,"58,25",28/07/2021
2021-07-29,03,Asturias,976.685,126.400,235.900,43.750,1.382.735,1.388.420,"136,73","100,4",760.965,675.107,"66,49",28/07/2021
2021-07-29,04,Baleares,901.260,155.000,256.400,55.550,1.368.210,1.298.820,"106,88","94,9",743.201,628.342,"51,71",28/07/2021
2021-07-29,05,Canarias,1.689.450,284.700,503.700,120.900,2.598.750,2.470.388,"110,07","95,1",1.435.013,1.166.737,"51,98",28/07/2021
2021-07-29,06,Cantabria,514.365,67.300,130.200,24.950,736.815,696.260,"119,56","94,5",385.486,331.616,"56,94",28/07/2021
2021-07-29,07,Castilla y Leon,2.288.235,305.000,514.400,102.850,3.210.485,3.024.379,"126,47","94,2",1.692.268,1.477.016,"61,77",28/07/2021
2021-07-29,08,Castilla La Mancha,1.717.425,240.500,460.900,89.425,2.508.250,2.401.330,"117,53","95,7",1.366.412,1.108.531,"54,26",28/07/2021
2021-07-29,09,Cataluña,6.336.170,895.800,1.698.100,394.000,9.324.070,8.866.101,"115,81","95,1",4.981.294,4.346.522,"56,78",28/07/2021
2021-07-29,10,C. Valenciana,4.048.390,573.000,1.009.800,307.250,5.938.440,5.696.891,"113,12","95,9",3.241.938,2.656.163,"52,74",28/07/2021
2021-07-29,11,Extremadura,937.835,121.900,228.000,45.550,1.333.285,1.345.639,"127,03","100,9",751.210,659.731,"62,28",28/07/2021
2021-07-29,12,Galicia,2.492.215,323.400,595.400,116.000,3.527.015,3.473.233,"128,7","98,5",1.896.529,1.726.802,"63,99",28/07/2021
2021-07-29,17,La Rioja,277.355,36.300,61.400,14.150,389.205,363.396,"114,95","93,4",211.740,175.889,"55,64",28/07/2021
2021-07-29,13,Madrid,5.424.045,825.900,1.309.400,341.800,7.901.145,7.629.346,"112,93","96,6",4.528.152,3.655.006,"54,1",28/07/2021
2021-07-29,14,Murcia,1.201.145,185.000,259.900,88.100,1.734.145,1.665.451,"110,36","96,0",962.897,764.722,"50,67",28/07/2021
2021-07-29,15,Navarra,550.635,81.200,145.700,28.900,806.435,778.052,"118,39","96,5",440.402,381.223,"58,01",28/07/2021
2021-07-29,16,País Vasco,1.918.620,251.400,549.600,97.800,2.817.420,2.701.837,"123,4","95,9",1.480.354,1.366.478,"62,41",28/07/2021
2021-07-29,18,Ceuta,68.670,11.700,18.100,4.150,102.620,91.576,"109,02","89,2",51.144,45.671,"54,37",28/07/2021
2021-07-29,19,Melilla,68.670,11.400,15.100,5.250,100.420,83.183,"98,69","82,8",48.419,41.929,"49,75",28/07/2021
2021-07-29,00,Fuerzas Armadas,49.368,38.300,106.100,2.000,195.768,165.435,"124,12","84,5",89.326,77.267,"57,97",28/07/2021
2021-07-29,00,España,39.356.103,5.702.430,10.189.600,2.417.805,57.665.938,55.713.142,"117,66","96,6",31.592.444,26.694.887,"56,38",
2021-07-30,01,Andalucía,6.728.760,1.102.600,1.805.800,476.000,10.113.160,10.061.676,"118,61","99,5",5.669.482,4.668.302,"55,03",29/07/2021
2021-07-30,02,Aragón,1.166.805,159.500,285.700,56.900,1.668.905,1.626.247,"122,15","97,4",925.543,790.976,"59,41",29/07/2021
2021-07-30,03,Asturias,976.685,133.000,235.900,43.750,1.389.335,1.396.906,"137,57","100,5",767.916,677.139,"66,69",29/07/2021
2021-07-30,04,Baleares,912.960,181.400,256.400,55.550,1.406.310,1.310.456,"107,84","93,2",749.962,634.074,"52,18",29/07/2021
2021-07-30,05,Canarias,1.689.450,300.900,503.700,120.900,2.614.950,2.496.717,"111,24","95,5",1.451.087,1.177.657,"52,47",29/07/2021
2021-07-30,06,Cantabria,514.365,71.100,130.200,24.950,740.615,700.609,"120,31","94,6",386.495,334.956,"57,52",29/07/2021
2021-07-30,07,Castilla y Leon,2.288.235,320.600,514.400,102.850,3.226.085,3.044.350,"127,31","94,4",1.704.546,1.485.543,"62,12",29/07/2021
2021-07-30,08,Castilla La Mancha,1.717.425,253.800,460.900,89.425,2.521.550,2.424.586,"118,67","96,2",1.376.915,1.121.423,"54,89",29/07/2021
2021-07-30,09,Cataluña,6.336.170,967.400,1.698.100,394.000,9.395.670,8.938.127,"116,75","95,1",5.015.902,4.389.893,"57,34",29/07/2021
2021-07-30,10,C. Valenciana,4.048.390,622.400,1.009.800,307.250,5.987.840,5.727.125,"113,72","95,6",3.265.803,2.663.300,"52,88",29/07/2021
2021-07-30,11,Extremadura,937.835,128.800,228.000,45.550,1.340.185,1.362.253,"128,6","101,6",760.628,668.031,"63,06",29/07/2021
2021-07-30,12,Galicia,2.492.215,341.000,595.400,116.000,3.544.615,3.499.477,"129,67","98,7",1.921.556,1.729.486,"64,09",29/07/2021
2021-07-30,17,La Rioja,277.355,38.400,61.400,14.150,391.305,363.407,"114,95","92,9",211.746,175.900,"55,64",29/07/2021
2021-07-30,13,Madrid,5.424.045,904.800,1.309.400,341.800,7.980.045,7.702.194,"114,01","96,5",4.544.846,3.714.716,"54,99",29/07/2021
2021-07-30,14,Murcia,1.201.145,207.600,259.900,88.100,1.756.745,1.684.081,"111,59","95,9",971.330,775.081,"51,36",29/07/2021
2021-07-30,15,Navarra,550.635,85.600,145.700,28.900,810.835,783.709,"119,25","96,7",442.485,385.183,"58,61",29/07/2021
2021-07-30,16,País Vasco,1.918.620,265.800,549.600,97.800,2.831.820,2.718.179,"124,15","96,0",1.492.648,1.372.881,"62,7",29/07/2021
2021-07-30,18,Ceuta,68.670,13.700,18.100,4.150,104.620,92.240,"109,81","88,2",51.465,46.259,"55,07",29/07/2021
2021-07-30,19,Melilla,68.670,13.400,15.100,5.250,102.420,84.383,"100,12","82,4",48.618,42.981,"51,0",29/07/2021
2021-07-30,00,Fuerzas Armadas,49.368,58.300,106.100,2.000,215.768,165.876,"124,45","76,9",89.529,77.506,"58,15",29/07/2021
2021-07-30,00,España,39.367.803,6.174.030,10.189.600,2.417.805,58.149.238,56.186.601,"118,66","96,6",31.851.618,26.933.847,"56,88",
2021-08-02,01,Andalucía,6.728.760,1.102.600,1.805.800,476.000,10.113.160,10.166.500,"119,85","100,5",5.747.017,4.699.417,"55,4",01/08/2021
2021-08-02,02,Aragón,1.166.805,159.500,285.700,56.900,1.668.905,1.641.266,"123,28","98,3",931.508,800.853,"60,15",31/07/2021
2021-08-02,03,Asturias,976.685,133.000,235.900,43.750,1.389.335,1.412.150,"139,07","101,6",776.766,684.560,"67,42",01/08/2021
2021-08-02,04,Baleares,912.960,181.400,256.400,55.550,1.406.310,1.334.500,"109,82","94,9",759.117,649.995,"53,49",01/08/2021
2021-08-02,05,Canarias,1.689.450,300.900,503.700,120.900,2.614.950,2.541.466,"113,23","97,2",1.472.994,1.201.699,"53,54",01/08/2021
2021-08-02,06,Cantabria,514.365,71.100,130.200,24.950,740.615,709.797,"121,88","95,8",393.239,337.445,"57,95",01/08/2021
2021-08-02,07,Castilla y Leon,2.288.235,320.600,514.400,102.850,3.226.085,3.067.171,"128,26","95,1",1.722.198,1.491.966,"62,39",01/08/2021
2021-08-02,08,Castilla La Mancha,1.717.425,253.800,460.900,89.425,2.521.550,2.453.491,"120,09","97,3",1.389.387,1.138.087,"55,7",01/08/2021
2021-08-02,09,Cataluña,6.336.170,967.400,1.698.100,394.000,9.395.670,9.047.315,"118,18","96,3",5.063.727,4.463.604,"58,31",01/08/2021
2021-08-02,10,C. Valenciana,4.048.390,622.400,1.009.800,307.250,5.987.840,5.740.113,"113,98","95,9",3.274.054,2.668.721,"52,99",01/08/2021
2021-08-02,11,Extremadura,937.835,128.800,228.000,45.550,1.340.185,1.371.765,"129,5","102,4",764.253,674.541,"63,68",01/08/2021
2021-08-02,12,Galicia,2.492.215,341.000,595.400,116.000,3.544.615,3.521.465,"130,49","99,3",1.926.542,1.746.825,"64,73",01/08/2021
2021-08-02,17,La Rioja,277.355,38.400,61.400,14.150,391.305,366.102,"115,8","93,6",212.127,178.307,"56,4",30/07/2021
2021-08-02,13,Madrid,5.424.045,904.800,1.309.400,341.800,7.980.045,7.828.086,"115,88","98,1",4.597.748,3.796.573,"56,2",01/08/2021
2021-08-02,14,Murcia,1.201.145,207.600,259.900,88.100,1.756.745,1.704.350,"112,94","97,0",986.887,780.111,"51,69",01/08/2021
2021-08-02,15,Navarra,550.635,85.600,145.700,28.900,810.835,797.534,"121,35","98,4",447.128,395.389,"60,16",01/08/2021
2021-08-02,16,País Vasco,1.918.620,265.800,549.600,97.800,2.831.820,2.744.493,"125,35","96,9",1.511.261,1.383.558,"63,19",01/08/2021
2021-08-02,18,Ceuta,68.670,13.700,18.100,4.150,104.620,92.815,"110,5","88,7",51.854,46.511,"55,37",30/07/2021
2021-08-02,19,Melilla,68.670,13.400,15.100,5.250,102.420,85.068,"100,93","83,1",48.701,43.592,"51,72",30/07/2021
2021-08-02,00,Fuerzas Armadas,49.368,58.300,106.100,2.000,215.768,166.374,"124,83","77,1",89.815,77.718,"58,31",30/07/2021
2021-08-02,00,España,39.367.803,6.174.030,10.189.600,2.417.805,58.149.238,56.795.869,"119,95","97,7",32.169.472,27.262.062,"57,57",
2021-08-03,01,Andalucía,7.031.790,1.193.300,1.805.800,525.450,10.556.340,10.242.631,"120,75","97,0",5.799.016,4.725.762,"55,71",02/08/2021
2021-08-03,02,Aragón,1.213.605,168.100,285.700,64.700,1.732.105,1.647.228,"123,73","95,1",932.805,805.709,"60,52",02/08/2021
2021-08-03,03,Asturias,1.011.785,139.600,235.900,49.700,1.436.985,1.415.818,"139,43","98,5",777.694,687.458,"67,7",02/08/2021
2021-08-03,04,Baleares,952.740,279.300,256.400,62.400,1.550.840,1.345.722,"110,74","86,8",765.878,655.147,"53,91",02/08/2021
2021-08-03,05,Canarias,1.776.030,336.900,503.700,133.650,2.750.280,2.565.230,"114,29","93,3",1.487.018,1.212.024,"54,0",02/08/2021
2021-08-03,06,Cantabria,535.425,74.900,130.200,24.950,765.475,712.797,"122,4","93,1",394.651,339.040,"58,22",02/08/2021
2021-08-03,07,Castilla y Leon,2.371.305,336.200,514.400,112.850,3.334.755,3.084.849,"129,0","92,5",1.733.514,1.499.115,"62,69",02/08/2021
2021-08-03,08,Castilla La Mancha,1.789.965,267.100,460.900,101.375,2.619.340,2.465.218,"120,66","94,1",1.394.987,1.144.362,"56,01",02/08/2021
2021-08-03,09,Cataluña,6.608.780,966.900,1.698.100,439.500,9.713.280,9.089.329,"118,73","93,6",5.085.670,4.485.211,"58,59",02/08/2021
2021-08-03,10,C. Valenciana,4.226.230,670.900,1.009.800,307.250,6.214.180,5.789.802,"114,96","93,2",3.298.341,2.694.406,"53,5",02/08/2021
2021-08-03,11,Extremadura,975.275,135.700,228.000,51.750,1.390.725,1.377.708,"130,06","99,1",765.196,679.793,"64,17",02/08/2021
2021-08-03,12,Galicia,2.586.985,358.600,595.400,131.800,3.672.785,3.523.521,"130,56","95,9",1.927.716,1.748.125,"64,78",02/08/2021
2021-08-03,17,La Rioja,289.055,40.500,61.400,15.200,406.155,369.960,"117,03","91,1",214.959,179.883,"56,9",02/08/2021
2021-08-03,13,Madrid,5.672.085,983.300,1.309.400,381.450,8.346.235,7.886.335,"116,74","94,5",4.615.939,3.839.926,"56,84",02/08/2021
2021-08-03,14,Murcia,1.259.645,229.800,259.900,88.100,1.837.445,1.718.079,"113,84","93,5",998.561,782.193,"51,83",02/08/2021
2021-08-03,15,Navarra,574.035,89.900,145.700,32.750,842.385,803.355,"122,24","95,4",450.740,398.011,"60,56",02/08/2021
2021-08-03,16,País Vasco,1.997.010,280.200,549.600,110.850,2.937.660,2.755.034,"125,83","93,8",1.516.168,1.390.465,"63,51",02/08/2021
2021-08-03,18,Ceuta,72.180,15.600,18.100,4.150,110.030,93.066,"110,79","84,6",51.999,46.642,"55,53",02/08/2021
2021-08-03,19,Melilla,72.180,15.400,15.100,5.750,108.430,85.109,"100,98","78,5",48.723,43.626,"51,76",30/07/2021
2021-08-03,00,Fuerzas Armadas,49.368,58.300,103.900,2.000,213.568,166.893,"125,22","78,1",90.076,77.978,"58,51",02/08/2021
2021-08-03,00,España,41.065.473,6.644.680,10.187.400,2.648.335,60.545.888,57.141.754,"120,68","94,4",32.352.818,27.437.503,"57,94",
2021-08-04,01,Andalucía,7.031.790,1.193.300,1.805.800,525.450,10.556.340,10.331.570,"121,8","97,9",5.858.116,4.757.858,"56,09",03/08/2021
2021-08-04,02,Aragón,1.213.605,168.100,285.700,64.700,1.732.105,1.658.563,"124,58","95,8",937.789,812.804,"61,05",03/08/2021
2021-08-04,03,Asturias,1.011.785,139.600,235.900,49.700,1.436.985,1.422.913,"140,13","99,0",781.685,690.885,"68,04",03/08/2021
2021-08-04,04,Baleares,952.740,279.300,256.400,62.400,1.550.840,1.355.332,"111,53","87,4",771.928,659.777,"54,29",03/08/2021
2021-08-04,05,Canarias,1.776.030,336.900,503.700,133.650,2.750.280,2.585.991,"115,22","94,0",1.498.408,1.221.821,"54,44",03/08/2021
2021-08-04,06,Cantabria,535.425,74.900,130.200,24.950,765.475,718.041,"123,3","93,8",397.546,348.175,"59,79",03/08/2021
2021-08-04,07,Castilla y Leon,2.371.305,336.200,514.400,112.850,3.334.755,3.108.775,"130,0","93,2",1.746.759,1.511.019,"63,19",03/08/2021
2021-08-04,08,Castilla La Mancha,1.789.965,267.100,460.900,101.375,2.619.340,2.480.590,"121,41","94,7",1.402.876,1.151.924,"56,38",03/08/2021
2021-08-04,09,Cataluña,6.608.780,966.900,1.698.100,439.500,9.713.280,9.147.244,"119,49","94,2",5.132.622,4.498.644,"58,76",03/08/2021
2021-08-04,10,C. Valenciana,4.226.230,670.900,1.009.800,307.250,6.214.180,5.907.933,"117,31","95,1",3.357.472,2.889.063,"57,37",03/08/2021
2021-08-04,11,Extremadura,975.275,135.700,228.000,51.750,1.390.725,1.389.278,"131,15","99,9",769.796,687.401,"64,89",03/08/2021
2021-08-04,12,Galicia,2.586.985,358.600,595.400,131.800,3.672.785,3.555.201,"131,74","96,8",1.959.025,1.751.554,"64,9",03/08/2021
2021-08-04,17,La Rioja,289.055,40.500,61.400,15.200,406.155,378.217,"119,64","93,1",218.438,185.520,"58,68",03/08/2021
2021-08-04,13,Madrid,5.672.085,983.300,1.309.400,381.450,8.346.235,7.947.189,"117,64","95,2",4.632.418,3.887.388,"57,54",03/08/2021
2021-08-04,14,Murcia,1.259.645,229.800,259.900,88.100,1.837.445,1.734.717,"114,95","94,4",1.009.411,788.025,"52,22",03/08/2021
2021-08-04,15,Navarra,574.035,89.900,145.700,32.750,842.385,808.295,"122,99","96,0",452.474,401.544,"61,1",03/08/2021
2021-08-04,16,País Vasco,1.997.010,280.200,549.600,110.850,2.937.660,2.771.713,"126,59","94,4",1.528.988,1.395.911,"63,76",03/08/2021
2021-08-04,18,Ceuta,72.180,15.600,18.100,4.150,110.030,94.114,"112,04","85,5",52.349,47.456,"56,5",03/08/2021
2021-08-04,19,Melilla,72.180,15.400,15.100,5.750,108.430,85.996,"102,03","79,3",49.106,44.280,"52,54",03/08/2021
2021-08-04,00,Fuerzas Armadas,49.368,58.300,103.900,2.000,213.568,167.200,"125,45","78,3",90.304,78.065,"58,57",03/08/2021
2021-08-04,00,España,41.065.473,6.644.680,10.187.400,2.648.335,60.545.888,57.653.031,"121,76","95,2",32.650.750,27.811.786,"58,73",
2021-08-05,01,Andalucía,7.031.790,1.193.300,1.805.800,525.450,10.556.340,10.423.242,"122,88","98,7",5.907.554,4.803.766,"56,63",04/08/2021
2021-08-05,02,Aragón,1.213.605,170.500,285.700,64.700,1.734.505,1.677.753,"126,02","96,7",944.063,826.415,"62,08",04/08/2021
2021-08-05,03,Asturias,1.011.785,139.600,235.900,49.700,1.436.985,1.430.165,"140,84","99,5",786.029,692.422,"68,19",04/08/2021
2021-08-05,04,Baleares,952.740,207.700,256.400,62.400,1.479.240,1.362.438,"112,12","92,1",776.139,663.285,"54,58",04/08/2021
2021-08-05,05,Canarias,1.776.030,336.900,503.700,133.650,2.750.280,2.605.695,"116,09","94,7",1.508.002,1.232.351,"54,91",04/08/2021
2021-08-05,06,Cantabria,535.425,74.900,130.200,24.950,765.475,723.057,"124,16","94,5",400.551,350.342,"60,16",04/08/2021
2021-08-05,07,Castilla y Leon,2.371.305,336.200,514.400,112.850,3.334.755,3.131.154,"130,94","93,9",1.758.849,1.523.045,"63,69",04/08/2021
