NOMBRE,REFERENCIA,DIRECCION,PROVINCIA,CIUDAD,LATITUD,LONGITUD,COMENTARIO,HORARIO,TELEFONO
"MAN Truck & Bus Iberia, Center Barcelona Norte",MA007,"Paseo Fluvial, 30 - Polígono Zeta",Barcelona,Parets del Vallés,"41,5625","2,237777778",Servicio MAN - http://www.mantruckandbus.es,L - V: 06:00 - 13:00 / 13:30 - 21:30 (S: 08:00 - 13:00),935738750
"Talleres Esga, S.A.",MA008,"Ctra. Torrelavega-Oviedo, km 5",Cantabria,Valles-reocin,"43,35558056","-4,107780556",Servicio MAN - http://red.maniberia.net/talleres-esga/,L - V: 08:00 - 15:45,942838323
"Talleres Mudéjar, S.L.",MA009,"Pol. Ind. La Paz, C/ Milán parc.140",Teruel,Teruel,"40,36313889","-1,144472222",Servicio MAN - http://red.maniberia.net/talleres-mudejar/,L - V: 08:00 - 13:30 / 15:00 - 19:00 (S: 09:00 - 13:00),978609621
"Talleres Telro, S.L.",MA010,"Pol. Ind. Las Horcas, Parc. 41.10",Teruel,Alcañiz,"41,02024722","-0,091997222",Servicio MAN - http://red.maniberia.net/telro/,L - V: 09:00 - 13:00 / 15:00 - 19:00 (S: 09:00 - 13:00),978830825
"Lemauto, S.A. (León)",MA011,"Ctra. León-Astorga, km 5",León,Trobajo del Camino,"42,58416389","-5,628936111",Servicio MAN - http://red.maniberia.net/lemauto-leon/,L - V: 09:00 - 13:30 / 15:30 - 19:00 (S: 09:00 - 13:00),987840008
Eurocam Soc. Cooperativa (Pamplona),MA012,Pol. Ind. Comarca 1. Calle A - Parcela B3 (Los Agustinos),Navarra,Pamplona,"42,82916667","-1,686388889",Servicio MAN - http://www.eurocam.es,L - V: 07:00 - 22:00 (S: 08:00 - 13:00),948302422
"MAN Truck & Bus Iberia, Center Sevilla",MA013,"Ctra. Sevilla-Málaga, km 10,2",Sevilla,Alcalá de Guadaíra,"37,34972222","-5,8375",Servicio MAN - http://red.maniberia.net/man-center-sevilla/,L - V: 07:00 - 14:30 / 15:00 - 21:00 (S: 09:00 - 14:00),955615566
"Movielca Aranda, S.L.L.",MA014,"Pol. Ind. Allendeduero, Avda. Luis Mateos, 108",Burgos,Aranda de Duero,"41,66555556","-3,710833333",Servicio MAN - http://red.maniberia.net/movielca/,L - V: 09:00 - 14:00 / 16:00 - 19:00 (S: 09:00 - 13:00),947508140
"Lizaga, S.A.",MA015,"C/ F, Este, parcela 48 - Poligono de Malpica",Zaragoza,Zaragoza,"41,65583333","-0,778333333",Servicio MAN - http://red.maniberia.net/lizaga/,L - V: 07:00 - 13:00 / 13:30 - 19:30 (S: 08:00 - 13:00),976571293
"Dalonga, S.A.",MA016,"Avda. Rubianes, 36 - Ctra. Villagarcía-Pontevedra, s/n",Pontevedra,Vilagarcía de Arousa,"42,58093056","-8,740166667",Servicio MAN - http://red.maniberia.net/dalonga/,L - V: 08:30 - 16:30,986511626
"Diesel 2000, S.L.",MA017,"C/ Gremio de los Caldereros, 3 -  Pol. Hontoria",Segovia,Segovia,"40,91222222","-4,108055556",Servicio MAN - http://red.maniberia.net/diesel-2000/,L - V: 09:00 - 13:30 / 15:30 - 19:00 ,921421010
"MAN Truck & Bus Iberia, Center Córdoba",MA018,"Camino de la Barca, s/n - Pol. Huerta de la Cruz",Córdoba,Córdoba,"37,8775","-4,756944444",Servicio MAN - http://red.maniberia.net/man-center-cordoba/,L - V: 07:00 - 14:30 / 15:00 - 21:00 (S: 09:00 - 14:00),957267008
"MAN Truck & Bus Iberia, Center Valencia",MA019,"Av. Comarques del País Valencia, 108 - Ctra. N-III, km 342 - salida 345b",Valencia_València,Quart de Poblet,"39,4725","-0,506388889",Servicio MAN - http://www.mantruckandbus.es,L - V: 07:00 - 14:30 / 15:00 - 21:00 (S: 08:30 - 13:00),961597340
"Distribucions Boadella, S.L.U. (Riudellots)",MA020,"Pol. Ind. Girona - Carretera N-II, Km 706,5",Girona,Riudellots de la Selva,"41,90299167","2,789363889",Servicio MAN - http://red.maniberia.net/boadella-girona/,L - V: 08:00 - 13:30 / 15:00 - 19:30,972478100
"Comercial Vehículos Industriales TAR, S.L. (Orense)",MA021,"Ctra. N-525, km 228,5",Ourense,San Cibrao Das Viñas,"42,27908056","-7,837030556",Servicio MAN - http://red.maniberia.net/grupotar-orense/,L - V: 09:00 - 17:00 ,988383789
"Autodiesel de Irurzun, S.L.",MA022,"Pol. Ind. Akaborro, Parcela 0",Navarra,Irurzun,"42,92111111","-1,832222222",Servicio MAN - http://red.maniberia.net/autodiesel-irurzun/,L - V: 08:30 - 22:00 (S: 09:00 - 14:00),948500002
"Talleres Antonio Vigo, S.A.",MA023,"Rua José Villar Granjel, 9-11-13 - Polígono de Boisaca",A Coruña,Santiago de Compostela,"42,910275","-8,523608333",Servicio MAN,L - V: 09:00  - 13:00 / 14:00 - 19:00,981581400
"Automoción Ribersa, S.L.",MA024,"Ctra. Nacional, 340 - km. 695, Autovía salida 80",Alicante_Alacant,Cox,"38,15388889","-0,919722222",Servicio MAN,L - V: 08:00 - 14:00 / 16:00 - 19:30 (S: 08:00 -13:00),965360272
"Autotractor Matías Grau, S.L.",MA025,"Camí del Polvori, s/n",Barcelona,Gurb,"41,94805556","2,253333333",Servicio MAN,L - V: 08:00 - 13:00 / 15:00 - 18:00 (S: 08:00 - 13:00),938891069
"Vehículos Industriales Baleares, S.L.",MA026,"Gran Vía Asima, 12 - Pol. Ind. Son Castelló",Illes Balears,Palma de Mallorca,"39,65415278","2,670997222",Servicio MAN - http://red.maniberia.net/vi-baleares/,L - V: 08:00 - 17:30,971206211
"Talleres Mecánicos y Eléctricos Auto-Handía, S.L.",MA027,"Pol. Zaisa III C/ Antxotxipi, 5",Gipuzkoa,Irun,"43,33977546","-1,7613528",Servicio MAN,L - V: 08:00 - 19:00 (S: 09:00 - 13:00),943619910
"Tomás Mintegui Urigüen, S.A",MA028,"Guernica, 36 A",Bizkaia,Galdácano,"43,22666667","-2,840277778",Servicio MAN - http://red.maniberia.net/tomas-mintegui-uriguen/,L - V: 08:15 - 13:30 - 14:30 - 18:30,944563862
"José Fuentes Doblas, S.L.",MA029,"Pol. Ind. Cortijo Real, Avda. Unión, 7",Cádiz,Algeciras,"36,11083333","-5,468055556",Servicio MAN,L - V: 08:00 - 15:00,956573078
"MAN Truck & Bus Iberia, Center Barcelona Sur",MA030,"C/ Ignasi Iglesias, 219-225 - Pol. Ind. Estruch",Barcelona,El Prat de Llobregat,"41,33305556","2,100833333",Servicio MAN - http://red.maniberia.net/man-center-barcelona-sur/,L - V: 06:00 - 13:00 / 13:30 - 21:30 (S: 08:00 - 13:00),934793980
"Alcodiesel, S.L.",MA031,"Avda. Picasent, 8. Polígono Industrial",Albacete,Villarrobledo,"39,4180985","-2,604829",Servicio MAN,L - V: 09:00 - 14:00 / 16:00 - 20:00 (S: 09:00 - 13:00),967140292
"Distribucions Boadella, S.L. (Vilamalla)",MA032,"Pol. Ind. Empordà Internacional, Parc. 14",Girona,Vilamalla,"42,227078","2,985331",Servicio MAN - http://red.maniberia.net/boadella-figueres/,L - V: 08:30 - 13:00 / 15:00 - 19:00 (S: 08:30 - 13:00),972527262
"Talleres Ramírez e Hijos, S.L.",MA033,"Ctra. El Saucejo, 127",Málaga,Almargen,"37,00448056","-5,028936111",Servicio MAN - http://www.mantruckandbus.es,L - V: 09:00 - 14:00 ,952182056
"Eurocam Las Labradas, S.A.",MA034,"Pol. Ind. Las Labradas, manzana 12",Navarra,Tudela,"42,06888889","-1,6375",Servicio MAN - http://www.eurocam.es,L - V: 07:00 - 22:00,948402965
"MAN Truck & Bus Iberia, Center Madrid Norte",MA035,"Senda Galiana, 7",Madrid,Coslada,"40,43861111","-3,538611111",Servicio MAN - http://red.maniberia.net/madrid-norte/,L - V: 07:00 - 14:30 / 15:00 - 21:00 (S: 08:00 - 13:00),911515000
"Servicios Automotrices Truck-Bus, S.L.",MA036,"Pol. Ind. Urtinsa, C/ Fábricas, 20",Madrid,Alcorcón,"40,34069444","-3,808377778",Servicio MAN - http://red.maniberia.net/servicios-automotrices-truck-bus/,L - V: 08:00 - 18:00,916410114
"MAN Truck & Bus Iberia, Center Norte",MA037,"N-I Salida 428, GI-2131, km7",Gipuzkoa,Ikaztegieta,"43,08916667","-2,124166667",Servicio MAN - http://red.maniberia.net/man-center-norte/,L - V: 06:00 - 13:00 / 14:00 - 21:30 (S: 08:00 - 13:00),943653235
"Lemauto Bierzo, S.A.",MA038,"El Pago de Abajo, Parc. G5-G6 - Pol. Ind. Bierzo Alto",León,Bembibre,"42,61716667","-6,466183333",Servicio MAN - http://red.maniberia.net/lemauto-bierzo/,L - V: 09:00 - 13:30 / 15:30 - 19:00 (S: 09:00 - 13:00),987514526
"Talleres Mecánicos Pardiño, S.L.",MA039,"Ctra. N-VI, km 494",Lugo,Nadela,"42,96583333","-7,495",Servicio MAN,L - V: 09:00 - 13:30 / 15:30 - 20:00 (S: 09:00 - 13:00),982304110
"MAN Truck & Bus Iberia, Center Madrid Sur",MA040,"Ctra. N-IV,  km. 33,8 - Pol. Ind. Los Pontones",Toledo,Seseña - Nuevo,"40,1275","-3,657222222",Servicio MAN - http://red.maniberia.net/madrid-sur/,L - V: 07:00 - 14:30 / 15:00 - 21:00 (S: 08:00 - 13:00),918013251
"Novo Camión & Bus, S.L.",MA041,"Ctra. N-VI,  km 585",A Coruña,Oleiros,"43,32026","-8,31514",Servicio MAN - http://red.maniberia.net/novo-camion-bus/,L - V: 09:00 - 13:30 / 15:30 - 19:00,981610308
"Juan y Enrique Sanchez Garcia, S. L.",MA042,"Ctra. de Madrid, km 240",Albacete,Albacete,"39,02805","-1,89395",Servicio MAN - http://www.juanyenrique.com,L - V: 09:00 - 14:00 / 16:00 - 20:00 (S: 09:00 - 13:00),967521979
"Automoció Joan Carles, S.L.",MA043,"Pol. Ind. Les Peixeres, C/ Industria, 3, 5, 7 y 9",Lleida,Agramunt,"41,7815426","1,1028189",Servicio MAN - http://www.automociojoancarles.com,L - V: 08:00 - 13:00 / 15:00 - 19:00 ,973390322
"Lemauto, S.A. (Zamora)",MA044,"Ctra. Palencia, km 1",Zamora,Castro Gonzalo,"41,98200878","-5,612565761",Servicio MAN - http://red.maniberia.net/lemauto-benavente/,L - V: 09:00 - 13:30 / 15:30 - 19:00 (S: 09:00 - 13:00),980664916
"Eurocam Veh. Ind. Vitoria, S.A.",MA045,"C/ Tratado de París,  6 - Parc. 40",Araba_Álava,Nanclares de Oca,"42,82388889","-2,773055556",Servicio MAN - http://www.eurocam.es,L - V: 07:00 - 22:00 (S: 08:00 - 13:00),945365666
"Jordi Motors, S.C.L.V.",MA046,"Avda. de la Valldigna, 71",Valencia_València,Tavernes de Valldigna,"39,06876028","-2,729681806",Servicio MAN - http://red.maniberia.net/jordi-motors/,L - V: 08:00 - 20:00 (S: 09:00 - 13:30),962821584
"Soriatruck, S.L.",MA047,Pol. Ind. Las Casas - C/ G. Parc. 9,Soria,Soria,"41,77624613","-2,486634904",Servicio MAN,L - V: 09:00 - 13:00 / 15:00 - 19:00 (S: 09:00 - 13:00),975233754
Talleres Ortiz Minglanilla SL.,MA048,"Pol. Ind. Fuente de los Arrieros, Parc. 05",Cuenca,Minglanilla,"39,53036","-1,56153",Servicio MAN,L - V: 08:30 - 14:00 / 15:30 - 19:00 (S: 09:00 - 14:00),962163138
"MAN Truck & Bus Iberia, Center Almería",MA049,"Pol. Ind. San Nicolás, Avda. 2005, 21",Almería,La Mojonera,"36,7925","-2,703611111",Servicio MAN - http://red.maniberia.net/man-truck-bus-iberia-center-almeria/,L - V: 07:00 - 14:30 / 15:00 - 21:00 (S: 09:00 - 14:00),950603510
"MAN Truck & Bus Iberia, Center Granada",MA050,"Pol. Ind. 2 Octubre, C/ Garrido Atienza, nº 22",Granada,Santa Fe,"37,19168333","-3,73",Servicio MAN - http://red.maniberia.net/man-truck-bus-iberia-center-granada/,L - V: 07:00 - 14:30 / 15:00 - 21:00 (S: 09:00 - 14:00),958491178
"MAN Truck & Bus Iberia, Center Málaga",MA051,"C.T.M., Autovía Campanillas, A-357, C/ Franz Liszt, s/n",Málaga,Málaga,"36,71444444","-4,508458333",Servicio MAN - http://red.maniberia.net/man-truck-bus-center-malaga/,L - V: 07:00 - 14:30 / 15:00 - 21:00 (S: 09:00 - 14:00),952178080
PAR Group Valladolid. S.L.,MA052,"Ctra. Burgos-Portugal, Km 116,5",Valladolid,Cigales,"41,71694444","-4,696388889",Servicio MAN - http://red.maniberia.net/pargroup-valladolid/,L - V: 08:30 - 15:00,983376444
"Rayca Truck, S.L.",MA053,"C/ Alemania, 32-34",Salamanca,Villares de la Reina,"41,01053","-5,648107",Servicio MAN - http://red.maniberia.net/rayca-truck/,L - V: 08:30 - 15:00,923204143
"Vehículos Industriales de Oviedo, S.L.",MA054,"Pol. Ind. Silvota, C/ Peña Salón, 32",Asturias,Llanera,"43,4201314","-5,8141188",Servicio MAN - http://red.maniberia.net/vehiculos-industriales-de-oviedo/,L - V: 09:00 - 13:30 / 15:00 - 19:00 (S: 09:00 - 13:00),985732257
"Hydraplan Mérida, S.L.",MA055,"Pol. Ind. El Prado, C/ Pamplona, 19, parcela 9",Badajoz,Mérida,"38,9290371","-6,3890668",Servicio MAN - http://red.maniberia.net/hydraplan-merida/,L - V: 07:00 - 14:30 / 15:00 - 22:00 (S: 09:00 - 13:00),924035092
"Comercial Vehículos Industriales TAR, S.L. (Lugo)",MA056,P.I. Barreiros Parc. 39-40,Lugo,Barreiros,"43,538172","-7,261454",Servicio MAN - http://red.maniberia.net/grupotar-lugo/,L - V: 09:00 - 17:00,982122513
"Automoción Rubio Rodrigo, S.A.",MA057,P.I. Torrehierro. Calle Doctor Fleming 375,Toledo,Talavera de la Reina,"39,953509","-4,93416",Servicio MAN - http://red.maniberia.net/automocion-rubio-rodrigo/,L - V: 09:00 - 13:30 / 15:30 - 19:00 (S: 09:00 - 13:00),925851085
"Talleres Serviman Almería, S.L.U.",MA058,"P.I. Aljoroque, 1",Almería,Antas,"37,253123","-1,910261",Servicio MAN - http://red.maniberia.net/serviman-almeria/,L - V: 09:00 - 13:30 / 15:30 - 19:30,950652983
"Talleres Mecánicos y Eléctricos Auto-Handía, S.L. (Jaén)",MA059,"Pol. Ind. Guadiel, C/ Linares, Parc. 115 - 116",Jaén,Guarromán,"38,15","-3,718888889",Servicio MAN,L - V: 08:00 - 19:00 (S: 09:00 - 13:00),953672081
"Comercial Vehículos Industriales TAR, S.L. (Verín)",MA060,"Ctra. N-532, PK 3,7",Ourense,Verín,"41,9083889","-7,443655",Servicio MAN,L - V: 09:00 - 17:00,988410533
"Distribucions Boadella, S.L.U. (Lérida)",MA061,"P.I. El Cami dels Frares - C/ ""L"" parcela 17, Isla 20",Lleida,Lerida,"41,61561389","0,678644444",Servicio MAN - http://red.maniberia.net/boadella-lleida/,L - V: 08:30 - 13:00 / 15:00 - 19:00 (S: 09:00 - 13:00),973216167
"Distribucions Boadella, S.L.U. (Tarragona)",MA062,"C/ Alemania, esquina C/ Italia - Pol. Ind. Constantí",Tarragona,Constantí,"41,16","1,171111111",Servicio MAN - http://red.maniberia.net/boadella-tarragona/,L - V: 08:30 - 13:00 / 15:00 - 19:00 (S: 09:00 - 13:00),977524703
"Consorcio de Mecánicos Sagunto, S.L.",MA063,"Parque Ind. de Sagunto, Avda. del Puerto, parc. 11",Valencia_València,Puerto de Sagunto,"39,6542403","-0,2256385",Servicio MAN,L - V: 08:00 - 14:00 / 15:30 - 18:00 (S: 08:30 - 13:00),962664661
Eurocam La Portalada S.L.,MA064,C/ Circunde 22-24 Pol. La Portalada,La Rioja,Logroño,"42,457563","-2,39484",Servicio MAN - http://www.eurocam.es,L - V: 07:00 - 22:00 (S: 08:00 - 13:00),941237572
"Eurocam Vehículos Industriales Burgos, S.L.",MA065,"Ctra. Madrid-Irun,  km 247",Burgos,Villafría,"42,36916667","-3,606111111",Servicio MAN - http://www.eurocam.es,L - V: 07:00 - 22:00 (S: 08:00 - 13:00),947106980
"Automoción Rubio Rodrigo, S.A. (Manzanares)",MA066,"Calle Industrial XII, 76",Ciudad Real,Manzanares,"39,01611","-3,36885",Servicio MAN - http://red.maniberia.net/automocion-rubio-rodrigo/,L - V: 09:00 - 13:30 / 15:30 - 19:00 (S: 09:00 - 13:00),925851085
"Lizaga, S.A. (Sabiñánigo)",MA067,"Pol. Ind. Sepes, c/ Secorún, s/n",Huesca,Sabiñanigo,"42,521976","-0,355091",Servicio MAN - http://red.maniberia.net/lizaga/,L - V: 07:00 - 13:00 / 13:30 - 19:30 (S: 09:00 - 13:30),974990038
"MAN Truck & Bus Iberia, Center Bilbao",MA068,"Parque Empresarial Abra Industrial, Parcela 1.1.1.a)",Bizkaia,Abanto-zierbena,"43,315698","-3,070475",Servicio MAN - http://red.maniberia.net/man-truck-bus-center-bilbao/,L - V: 07:00 - 14:30 / 15:00 - 21:00 (S: 08:30 - 13:00),946438010
"Cascotruck, S.L.",MA069,"Pol. Ind. El Portal, Parc. 137",Cádiz,Jerez de la Frontera,"36,64972222","-6,131111111",Servicio MAN,L - V: 08:00 - 14:00 / 15:30 - 19:00 (S: 09:00 - 14:00),956145756
"Distribucions Boadella, S.L.U (L'Aldea)",MA070,"Ctra. N-340, km. 1089",Tarragona,L´aldea,"41,1600163","1,1694816",Servicio MAN,L - V: 08:30 - 13:00 / 15:00 - 19:00 (S: 08:00 - 13:00),977450102
"ADARSA SUR, S.A.",MB001,"Parque Huelva Empresarial, Parcela 7,15",Huelva,Huelva,"38,8461785","-7,5277415",Servicio Mercedes-Benz - Servicio 24h L-V,L-V 08h00-20h00 / S 08h00-14h00,959353000
"AGRO-TRACCIÓN VEHÍCULOS, S.A.",MB002,c/ Hoces del Duratón 25,Salamanca,Salamanca,"40,9413874","-5,6680281",Servicio Mercedes-Benz - Servicio 24h L-V,L-V 08h00-14h00,923190490
"AGRO-TRACCIÓN VEHÍCULOS, S.A.",MB003,"c/ Alfareros, 176-180 Poligono San Antolín",Palencia,Palencia,"42,0063195","-4,5079522",Servicio Mercedes-Benz - Servicio 24h L-V,L-V 09h00-19h00,979751800
"ASTURIANA DE AUTOMÓVILES Y REPUESTOS, S.A.",MB004,"Avda. Federico Silva, 262",Zamora,Benavente,"41,9955943","-5,65621",Servicio Mercedes-Benz - Servicio 24h L-S,L-V 08h00-20h00 / S 09h00-14h00,980634141
"ASTURIANA DE AUTOMÓVILES Y REPUESTOS, S.A.",MB005,"Ctra. La Espina, km 2.5",León,Ponferrada,"42,5680993","-6,6070435",Servicio Mercedes-Benz - Servicio 24h L-S,L-V 08h00-20h00 / S 09h00-13h30,987401451
"ASTURIANA DE AUTOMÓVILES Y REPUESTOS, S.A.",MB006,"Avda. de Galicia, 274",Zamora,Zamora,"41,5287544","-5,7620284",Servicio Mercedes-Benz - Servicio 24h L-V,L-V 08h00-14h00 / S 08h00-14h00,980525516
"INTEGRAL DE AUTOMOCIÓN 2000, S.A.",MB007,"C/ Paredes, s/n",Asturias,Siero,"43,3921182","-5,7957635",Servicio Mercedes-Benz,L-V 08h00-14h00,985791120
"INTEGRAL DE AUTOMOCIÓN 2000, S.A.",MB008,"Avda. de Burgos, 49",Valladolid,Valladolid,"41,6710771","-4,7287319",Servicio Mercedes-Benz,L-V 08h00-20h00 / S 08h30-13h30,983336122
"LERCAUTO 96, S.A.",MB009,"Ctra. León-Astorga, km 4,5",León,León,"42,5892426","-5,6233099",Servicio Mercedes-Benz - Servicio 24h L-S,L-V 08h00-20h00 / S 09h00-14h00,987840400
"ÁGREDA AUTOMÓVIL, S.A.",MB010,"Avda. Manuel Rodríguez Ayuso, 110 (Antigua Ctra. de Madrid, km 315,7)",Zaragoza,Zaragoza,"41,6457405","-0,937314",Servicio Mercedes-Benz - Servicio 24h L-V,L-V 08h00-15h30,976300087
"ÁGREDA AUTOMÓVIL, S.A.",MB011,C/ Les Canals Parcela 5. Polígono Les Canals,Lleida,Lleida,"41,6186502","0,6804297",Servicio Mercedes-Benz - Servicio 24h L-V,L-V 08h00-15h30,973118025
"ANGALTRUCK MÁLAGA, S.L.",MB012,"Polígono Guadalhorce, CL Malta, 17",Málaga,Málaga,"36,696471","-4,4982781",Servicio Mercedes-Benz - Servicio 24h L-V,L-V 08h30-14h30,952006960
"CADIMAR VEHÍCULOS INDUSTRIALES, S.L.",MB013,"c/ Alcalde Canto Ropero, parcela 102 - Pol. Ind. El Portal",Cádiz,Jerez de la Frontera,"36,6652398","-6,1557059",Servicio Mercedes-Benz - Servicio 24h L-S,L-V 08h00-20h00 / S 09h00-14h00,956147160
"CÁDIZ DISTRIBUIDORA DE AUTOMOCIÓN, S.A.",MB014,C/ Galeón 1. Pol. Ind. Palmones,Cádiz,Los Barrios,"36,1812126","-5,4457662",Servicio Mercedes-Benz - Servicio 24h L-V,L-V 09h00-13h00,956677931
"DITRAM AUTOMOCIÓN, S.L.U.",MB015,Ctra. Nacional 640 Km 89,Lugo,Lugo,"43,035553","-7,5328199",Servicio Mercedes-Benz - Servicio 24h L-V,L-V 08h00-16h00,982263030
JAÉN DISTRIBUIDORA S.A.,MB016,"Ctra. de Madrid, km 332",Jaén,Jaén,"37,8663178","-3,8895929",Servicio Mercedes-Benz,L-V 09h00-15h00,953100700
"VIP GALICIA, S.A.",MB017,"Pol. Ind. A Granxa, Manzana 13, parcelas 167-184",Pontevedra,O Porriño,"42,1158925","-8,622205",Servicio Mercedes-Benz,L-V 08h00-16h00,986342527
"TALLERES AUTOLICA, S.A.",MB018,"Pol. Ind. Zona Franca Sector A, C/1, 11-13 - Zona Franca",Barcelona,Barcelona,"41,3451454","2,1393504",Servicio Mercedes-Benz - Servicio 24h L-V,L-V 07h00-14h00,932234590
"TALLERES AUTOLICA, S.A.",MB019,"Carrer de Neptú, 28 ",Barcelona,Terrassa,"41,5385062","2,0323412",Servicio Mercedes-Benz,L-V 07h00-14h00,938826186
"TALLERES AUTOLICA, S.A.",MB020,"Pol. Ind. Congost Camí de Palou, 4",Barcelona,Montornès del Vallès,"41,5692866","2,2762299",Servicio Mercedes-Benz - Servicio 24h L-V,L-V 07h00-14h00,938611750
"TALLERES TARRAGONA AUTOLICA, S.A.",MB021,Pol. Ind. Riu Clar C/ Coure s/n Esquina C/ Sofre,Tarragona,Tarragona,"41,1274952","1,209721",Servicio Mercedes-Benz - Servicio 24h L-V,L-V 08h00-13h00,977554286
"AUTOPRIMA, S.A.U.",MB022,"Ctra. Madrid, 35",Cuenca,Motilla del Palancar,"39,5631488","-1,9243377",Servicio Mercedes-Benz - Servicio 24h L-V,L-V 09h00-18h00,969332260
"AUTOPRIMA LEVANTE, S.L.",MB023,"Avenida Castell Vell 194, Nave",Castellón_Castelló,Castelló de la Plana,"40,0150271","-0,0380782",Servicio Mercedes-Benz - Servicio 24h L-V,L-V 09h00-18h00,964209357
"AUTOPRIMA, S.A.U.",MB024,"Pol. Ind. Campollano - Calle B., 35",Albacete,Albacete,"39,0166577","-1,8780144",Servicio Mercedes-Benz - Servicio 24h L-V,L-V 09h00-18h00,967520441
"AUTO VIDAL, S.A.",MB025,"Ctra. Palma-Alcudia, km 16,5 - Pol. Ind. Son Llaud - Solares nº 38, 39 y 40",Illes Balears,Santa María del Camí,"39,6099124","2,6645145",Servicio Mercedes-Benz - Servicio 24h L-V,L-V 08h00-13h00,971020020
"CONCESIONARIOS DEL SUR, S.A.",MB026,"Pol. Ind. La Red, Autovía A-92 KM. 5,5",Sevilla,Alcalá de Guadaíra,"37,3727132","-5,8847602",Servicio Mercedes-Benz,L-V 08h00-18h00,955634400
"HIJOS DE MANUEL CRESPO, S.A.",MB027,"Avda. Denia, 151",Alicante_Alacant,Alicante/alacant,"38,3754782","-0,456987",Servicio Mercedes-Benz - Servicio 24h L-S,L-V 08h00-20h15 / S 09h00-13h00,965266100
"COMERCIAL DIMÓVIL, S.L.",MB028,"Centro Integrado del Transporte de Murcia, manzana 1",Murcia,Murcia,"37,9474054","-1,1972828",Servicio Mercedes-Benz - Servicio 24h L-V,L-V 09h00-19h00,968817490
"COMERCIAL DIMÓVIL, S.L.",MB029,"C/ IX, nº 15; Polígono Industrial La Redonda",Almería,El Ejido,"36,7892836","-2,7501453",Servicio Mercedes-Benz - Servicio 24h L-V,L-V 09h00-19h00,950580055
"AUTOMOCIÓN DEL OESTE, S.A.",MB030,"Avda. Ricardo Carapeto Zambrano, 135",Badajoz,Badajoz,"38,8803789","-6,943451",Servicio Mercedes-Benz - Servicio 24h L-V,L-V 08h00-15h00,924254411
"AUTOMOCIÓN TALAVERA COMERCIAL, S.L.",MB031,"c/ Doctor Fleming, 399 (P.I.Torrehierro)",Toledo,Talavera de la Reina,"39,9565452","-4,9311474",Servicio Mercedes-Benz - Servicio 24h L-S,L-V 08h30-20h00 / S 09h00-13h00,925851028
"AUTOTRAK COMERCIAL, S.L.",MB032,"Pol. Ind. Nueva Actuación Industrial Manzanares, parc. 34-35",Ciudad Real,Manzanares,"38,9888707","-3,9130091",Servicio Mercedes-Benz,L-V 09h00-18h00,926647262
"COVISA AUTOMOCIÓN, S.A.",MB033,"Ctra. Granada N-432, km 278",Córdoba,Córdoba,"37,8461314","-4,7534417",Servicio Mercedes-Benz - Servicio 24h L-V,L-V 08h00-15h00,957293311
"EJE OCCIDENTAL DE CAMIONES, S.L",MB034,"Travessera D’Albaida, 18",Valencia_València,Real de Gandia,"38,9524781","-0,195987",Servicio Mercedes-Benz - Servicio 24h L-V,L-V 08h00-19h00 / S 08h00-13h00,961249997
"FLICK CANARIAS 2, S.L.U.",MB035,"Pol. Ind. Arinaga - Las Mimosas, 135",Las Palmas,Agüimes,"27,8618871","-15,4119761",Servicio Mercedes-Benz - Servicio 24h L-V,L-J 08h00-16h30/ V 08h00-16h00,928154351
"FLICK CANARIAS 2, S.L.U.",MB036,"Urbanización Zurita, km 2,5",Las Palmas,Puerto del Rosario,"28,4988066","-13,8842731",Servicio Mercedes-Benz,M y J 08h00-16h30,928286944
"COMERCIAL GAZPI, S.A.",MB037,Parque Empresarial La Estrella - C/ Berroa nº1,Navarra,Aranguren,"42,7743173","-1,6304401",Servicio Mercedes-Benz,L-V 08h00-13h00,948852000
"IRURA MOTOR, S.A.",MB038,Ctra. Nacional I Irún-Madrid Km 444,Gipuzkoa,Irura,"43,1733198","-2,0621285",Servicio Mercedes-Benz,L-V 08h00-13h00,943691706
"LOUZAO VEHÍCULOS INDUSTRIALES, S.L.U.",MB039,Pol. Ind. de Piadela - Parcela 10 - 11,A Coruña,Betanzos,"43,2719954","-8,2328705",Servicio Mercedes-Benz - Servicio 24h L-V,L-V 08h00-16h00,981774751
"AUTOMÓVILES LOUZAO, S.L.U.",MB040,"Boisaca s/n Ctra. de la Coruña, km 59",A Coruña,Santiago de Compostela,"42,9040032","-8,5207634",Servicio Mercedes-Benz,L-V 08h00-16h00,981569720
"LOUZAO VEHÍCULOS INDUSTRIALES, S.L.U.",MB041,Rua Ricardo Martín Esperanza s/n Polígono San Cibrao,Ourense,San Cibrao Das Viñas,"42,2860419","-7,8518388",Servicio Mercedes-Benz - Servicio 24h L-V,L-V 08h00-16h00,988363008
"MERCEDES-BENZ RETAIL, S.A.U.",MB042,"Avda. La Pista, 50",Valencia_València,Massanassa,"39,4027778","-0,3888554",Servicio Mercedes-Benz - Servicio 24h L-S,Servicio 24h L-S,900142004
"MERCEDES-BENZ RETAIL, S.A.U.",MB043,"C/ Sierra Nevada 3, Carretera A-4, Salida 17. P.I. Arroyo Culebro",Madrid,Pinto,"40,2641934","-3,6958497",Servicio Mercedes-Benz - Servicio 24h L-S,Servicio 24h L-S,900142004
